station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
TAN,2017-11-03 00:50,-71.0211,41.8756,M,M,M,150.00,3.00,M,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KTAN 030050Z AUTO 15003KT 10SM CLR A3022 RMK MADISHF
CQX,2017-11-03 00:50,-69.9933,41.6875,M,M,M,170.00,3.00,M,30.26,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030050Z AUTO 17003KT 9SM CLR A3026 RMK VRB03KT  MADISHF
PYM,2017-11-03 00:50,-70.7288,41.9090,M,M,M,190.00,4.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030050Z AUTO 19004KT 10SM CLR A3023 RMK MADISHF
FIT,2017-11-03 00:50,-71.7558,42.5519,M,M,M,160.00,4.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 030050Z AUTO 16004KT 10SM CLR A3020 RMK MADISHF
ORH,2017-11-03 00:50,-71.8757,42.2673,M,M,M,200.00,10.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 030050Z AUTO 20010KT 10SM CLR A3021 RMK MADISHF
HYA,2017-11-03 00:50,-70.2800,41.6700,M,M,M,180.00,4.00,M,30.24,M,7.00,M,FEW,M,M,M,3500.00,M,M,M,M,KHYA 030050Z AUTO 18004KT 7SM FEW035 A3024 RMK MADISHF
BOS,2017-11-03 00:50,-71.0097,42.3606,M,M,M,180.00,7.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBOS 030050Z AUTO 18007KT 10SM CLR A3021 RMK MADISHF
PVC,2017-11-03 00:50,-70.2200,42.0700,M,M,M,170.00,9.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030050Z AUTO 17009KT 10SM CLR A3023 RMK MADISHF
EWB,2017-11-03 00:50,-70.9583,41.6764,M,M,M,200.00,4.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030050Z AUTO 20004KT 10SM CLR A3023 RMK MADISHF
BED,2017-11-03 00:50,-71.2890,42.4699,M,M,M,200.00,6.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 030050Z AUTO 20006KT 10SM CLR A3018 RMK MADISHF
TAN,2017-11-03 00:52,-71.0211,41.8756,61.00,57.90,89.52,150.00,3.00,0.00,30.22,1023.50,10.00,M,CLR,M,M,M,M,M,M,M,M,KTAN 030052Z AUTO 15003KT 10SM CLR 16/14 A3022 RMK AO2 SLP235 T01610144
ORE,2017-11-03 00:52,-72.2886,42.5701,59.00,57.00,93.07,M,3.00,0.00,30.18,1022.20,10.00,M,FEW,M,M,M,3900.00,M,M,M,M,KORE 030052Z AUTO VRB03KT 10SM FEW039 15/14 A3018 RMK AO2 SLP222 T01500139 TSNO
FIT,2017-11-03 00:52,-71.7558,42.5519,64.00,59.00,83.78,170.00,4.00,0.00,30.20,1022.70,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 030052Z AUTO 17004KT 10SM CLR 18/15 A3020 RMK AO2 SLP227 T01780150
CQX,2017-11-03 00:52,-69.9933,41.6875,59.00,57.90,96.13,M,3.00,0.00,30.26,1024.80,9.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030052Z AUTO VRB03KT 9SM CLR 15/14 A3026 RMK AO2 SLP248 T01500144
PYM,2017-11-03 00:52,-70.7288,41.9090,62.10,60.10,93.16,200.00,4.00,0.00,30.24,1023.80,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030052Z AUTO 20004KT 10SM CLR 17/16 A3024 RMK AO2 SLP238 T01670156
OWD,2017-11-03 00:53,-71.1733,42.1912,63.00,61.00,93.18,170.00,6.00,0.00,30.20,1022.70,10.00,M,BKN,M,M,M,800.00,M,M,M,M,KOWD 030053Z AUTO 17006KT 10SM BKN008 17/16 A3020 RMK AO2 CIG 007V011 SLP227 T01720161
EWB,2017-11-03 00:53,-70.9583,41.6764,60.10,59.00,96.15,210.00,4.00,0.00,30.23,1023.50,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030053Z 21004KT 10SM CLR 16/15 A3023 RMK AO2 SLP235 T01560150
ORH,2017-11-03 00:54,-71.8757,42.2673,59.00,55.90,89.44,200.00,9.00,0.00,30.21,1023.30,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 030054Z 20009KT 10SM CLR 15/13 A3021 RMK AO2 SLP233 T01500133
BOS,2017-11-03 00:54,-71.0097,42.3606,61.00,59.00,93.12,180.00,7.00,0.00,30.21,1022.80,10.00,M,FEW,FEW,SCT,M,1700.00,13000.00,23000.00,M,M,KBOS 030054Z 18007KT 10SM FEW017 FEW130 SCT230 16/15 A3021 RMK AO2 SLP228 T01610150
TAN,2017-11-03 00:55,-71.0211,41.8756,M,M,M,0.00,0.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KTAN 030055Z AUTO 00000KT 10SM CLR A3023 RMK MADISHF
PVC,2017-11-03 00:55,-70.2200,42.0700,M,M,M,170.00,11.00,M,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030055Z AUTO 17011KT 10SM CLR A3024 RMK MADISHF
FIT,2017-11-03 00:55,-71.7558,42.5519,M,M,M,160.00,4.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 030055Z AUTO 16004KT 10SM CLR A3020 RMK MADISHF
ORE,2017-11-03 00:55,-72.2886,42.5701,M,M,M,0.00,0.00,M,30.18,M,10.00,M,SCT,M,M,M,3900.00,M,M,M,M,KORE 030055Z AUTO 00000KT 10SM SCT039 A3018 RMK MADISHF
BED,2017-11-03 00:55,-71.2890,42.4699,M,M,M,190.00,6.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 030055Z AUTO 19006KT 10SM CLR A3018 RMK MADISHF
ORH,2017-11-03 00:55,-71.8757,42.2673,M,M,M,190.00,9.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 030055Z AUTO 19009KT 10SM CLR A3021 RMK MADISHF
BOS,2017-11-03 00:55,-71.0097,42.3606,M,M,M,180.00,7.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBOS 030055Z AUTO 18007KT 10SM CLR A3021 RMK MADISHF
OWD,2017-11-03 00:55,-71.1733,42.1912,M,M,M,170.00,6.00,M,30.20,M,10.00,M,BKN,M,M,M,800.00,M,M,M,M,KOWD 030055Z AUTO 17006KT 10SM BKN008 A3020 RMK CIG 7V11  MADISHF
CQX,2017-11-03 00:55,-69.9933,41.6875,M,M,M,190.00,3.00,M,30.26,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030055Z AUTO 19003KT 9SM CLR A3026 RMK VRB03KT  MADISHF
HYA,2017-11-03 00:55,-70.2800,41.6700,M,M,M,180.00,4.00,M,30.24,M,7.00,M,FEW,M,M,M,3500.00,M,M,M,M,KHYA 030055Z AUTO 18004KT 7SM FEW035 A3024 RMK MADISHF
EWB,2017-11-03 00:55,-70.9583,41.6764,M,M,M,220.00,4.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030055Z AUTO 22004KT 10SM CLR A3023 RMK MADISHF
GHG,2017-11-03 00:55,-70.6721,42.0982,62.60,62.60,100.00,M,4.00,0.00,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KGHG 030055Z AUTO VRB04KT 10SM CLR 17/17 A3022 RMK AO2
FMH,2017-11-03 00:55,-70.5215,41.6585,59.00,59.00,100.00,160.00,6.00,0.00,30.25,M,9.00,M,BKN,M,M,M,300.00,M,M,M,M,KFMH 030055Z AUTO 16006KT 9SM BKN003 15/15 A3025 RMK AO2
MQE,2017-11-03 00:56,-71.1142,42.2121,60.10,57.90,92.43,180.00,13.00,0.00,30.20,1023.80,M,M,M,M,M,M,M,M,M,M,M,KMQE 030056Z AUTO 18013KT 16/14 A3020 RMK AO1 SLP238 T01560144
HYA,2017-11-03 00:56,-70.2800,41.6700,61.00,60.10,96.85,170.00,4.00,0.00,30.24,1024.00,7.00,M,FEW,M,M,M,3500.00,M,M,M,M,KHYA 030056Z 17004KT 7SM FEW035 16/16 A3024 RMK AO2 SLP240 T01610156
BED,2017-11-03 00:56,-71.2890,42.4699,62.10,59.00,89.57,200.00,6.00,0.00,30.19,1023.40,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 030056Z 20006KT 10SM CLR 17/15 A3019 RMK AO2 SLP234 T01670150
PVC,2017-11-03 00:56,-70.2200,42.0700,61.00,60.10,96.85,170.00,10.00,0.00,30.23,1023.80,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030056Z AUTO 17010KT 10SM CLR 16/16 A3023 RMK AO2 SLP238 T01610156
PVC,2017-11-03 01:00,-70.2200,42.0700,M,M,M,170.00,10.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030100Z AUTO 17010KT 10SM CLR A3023 RMK MADISHF
CQX,2017-11-03 01:00,-69.9933,41.6875,M,M,M,200.00,4.00,M,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030100Z AUTO 20004KT 10SM CLR A3026 RMK VRB04KT  MADISHF
ORH,2017-11-03 01:00,-71.8757,42.2673,M,M,M,190.00,10.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 030100Z AUTO 19010KT 10SM CLR A3021 RMK MADISHF
BOS,2017-11-03 01:00,-71.0097,42.3606,M,M,M,180.00,7.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBOS 030100Z AUTO 18007KT 10SM CLR A3020 RMK MADISHF
OWD,2017-11-03 01:00,-71.1733,42.1912,M,M,M,160.00,6.00,M,30.21,M,10.00,M,BKN,M,M,M,800.00,M,M,M,M,KOWD 030100Z AUTO 16006KT 10SM BKN008 A3021 RMK MADISHF
HYA,2017-11-03 01:00,-70.2800,41.6700,M,M,M,180.00,4.00,M,30.24,M,7.00,M,FEW,M,M,M,3500.00,M,M,M,M,KHYA 030100Z AUTO 18004KT 7SM FEW035 A3024 RMK MADISHF
EWB,2017-11-03 01:00,-70.9583,41.6764,M,M,M,210.00,3.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030100Z AUTO 21003KT 10SM CLR A3023 RMK MADISHF
PYM,2017-11-03 01:00,-70.7288,41.9090,M,M,M,190.00,3.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030100Z AUTO 19003KT 10SM CLR A3023 RMK MADISHF
BED,2017-11-03 01:00,-71.2890,42.4699,M,M,M,200.00,5.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 030100Z AUTO 20005KT 10SM CLR A3019 RMK MADISHF
TAN,2017-11-03 01:00,-71.0211,41.8756,M,M,M,0.00,0.00,M,30.22,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KTAN 030100Z AUTO 00000KT 9SM CLR A3022 RMK MADISHF
ORE,2017-11-03 01:00,-72.2886,42.5701,M,M,M,240.00,3.00,M,30.18,M,10.00,M,FEW,M,M,M,3900.00,M,M,M,M,KORE 030100Z AUTO 24003KT 10SM FEW039 A3018 RMK VRB03KT  MADISHF
BOS,2017-11-03 01:05,-71.0097,42.3606,M,M,M,180.00,7.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBOS 030105Z AUTO 18007KT 10SM CLR A3020 RMK MADISHF
HYA,2017-11-03 01:05,-70.2800,41.6700,M,M,M,180.00,4.00,M,30.24,M,7.00,M,FEW,M,M,M,3500.00,M,M,M,M,KHYA 030105Z AUTO 18004KT 7SM FEW035 A3024 RMK MADISHF
OWD,2017-11-03 01:05,-71.1733,42.1912,M,M,M,170.00,5.00,M,30.21,M,10.00,M,BKN,M,M,M,800.00,M,M,M,M,KOWD 030105Z AUTO 17005KT 10SM BKN008 A3021 RMK MADISHF
BED,2017-11-03 01:05,-71.2890,42.4699,M,M,M,190.00,6.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 030105Z AUTO 19006KT 10SM CLR A3019 RMK MADISHF
ORE,2017-11-03 01:05,-72.2886,42.5701,M,M,M,0.00,0.00,M,30.18,M,10.00,M,FEW,M,M,M,3900.00,M,M,M,M,KORE 030105Z AUTO 00000KT 10SM FEW039 A3018 RMK MADISHF
PVC,2017-11-03 01:05,-70.2200,42.0700,M,M,M,170.00,11.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030105Z AUTO 17011KT 10SM CLR A3023 RMK MADISHF
EWB,2017-11-03 01:05,-70.9583,41.6764,M,M,M,210.00,4.00,M,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030105Z AUTO 21004KT 10SM CLR A3022 RMK MADISHF
ORH,2017-11-03 01:05,-71.8757,42.2673,M,M,M,200.00,10.00,M,30.21,M,10.00,M,FEW,M,M,M,700.00,M,M,M,M,KORH 030105Z AUTO 20010KT 10SM FEW007 A3021 RMK MADISHF
CQX,2017-11-03 01:05,-69.9933,41.6875,M,M,M,190.00,4.00,M,30.26,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030105Z AUTO 19004KT 9SM CLR A3026 RMK VRB04KT  MADISHF
FIT,2017-11-03 01:05,-71.7558,42.5519,M,M,M,160.00,3.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 030105Z AUTO 16003KT 10SM CLR A3019 RMK MADISHF
PYM,2017-11-03 01:05,-70.7288,41.9090,M,M,M,190.00,4.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030105Z AUTO 19004KT 10SM CLR A3023 RMK MADISHF
TAN,2017-11-03 01:05,-71.0211,41.8756,M,M,M,0.00,0.00,M,30.22,M,6.00,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030105Z AUTO 00000KT 6SM BR CLR A3022 RMK MADISHF
ORH,2017-11-03 01:07,-71.8757,42.2673,59.00,55.90,89.44,190.00,12.00,0.00,30.21,M,10.00,M,FEW,M,M,M,700.00,M,M,M,M,KORH 030107Z AUTO 19012KT 10SM FEW007 15/13 A3021 RMK AO2 T01500133
TAN,2017-11-03 01:09,-71.0211,41.8756,57.90,55.90,93.04,180.00,3.00,0.00,30.22,M,1.75,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030109Z AUTO 18003KT 1 3/4SM BR CLR 14/13 A3022 RMK AO2 VIS 3/4V5 T01440133
EWB,2017-11-03 01:10,-70.9583,41.6764,M,M,M,210.00,4.00,M,30.23,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030110Z AUTO 21004KT 9SM CLR A3023 RMK MADISHF
BOS,2017-11-03 01:10,-71.0097,42.3606,M,M,M,190.00,7.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBOS 030110Z AUTO 19007KT 10SM CLR A3021 RMK MADISHF
TAN,2017-11-03 01:10,-71.0211,41.8756,M,M,M,0.00,0.00,M,30.22,M,1.75,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030110Z AUTO 00000KT 2SM BR CLR A3022 RMK MADISHF
FIT,2017-11-03 01:10,-71.7558,42.5519,M,M,M,150.00,3.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 030110Z AUTO 15003KT 10SM CLR A3019 RMK MADISHF
ORE,2017-11-03 01:10,-72.2886,42.5701,M,M,M,0.00,0.00,M,30.18,M,10.00,M,FEW,M,M,M,3999.00,M,M,M,M,KORE 030110Z AUTO 00000KT 10SM FEW039 A3018 RMK MADISHF
PYM,2017-11-03 01:10,-70.7288,41.9090,M,M,M,190.00,3.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030110Z AUTO 19003KT 10SM CLR A3023 RMK MADISHF
PVC,2017-11-03 01:10,-70.2200,42.0700,M,M,M,170.00,10.00,M,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030110Z AUTO 17010KT 10SM CLR A3024 RMK MADISHF
ORH,2017-11-03 01:10,-71.8757,42.2673,M,M,M,M,M,M,30.21,M,10.00,M,FEW,M,M,M,700.00,M,M,M,M,KORH 030110Z AUTO /////KT 10SM FEW007 A3021 RMK MADISHF
OWD,2017-11-03 01:10,-71.1733,42.1912,M,M,M,170.00,6.00,M,30.21,M,10.00,M,SCT,M,M,M,800.00,M,M,M,M,KOWD 030110Z AUTO 17006KT 10SM SCT008 A3021 RMK MADISHF
HYA,2017-11-03 01:10,-70.2800,41.6700,M,M,M,170.00,4.00,M,30.24,M,7.00,M,CLR,M,M,M,M,M,M,M,M,KHYA 030110Z AUTO 17004KT 7SM CLR A3024 RMK MADISHF
BED,2017-11-03 01:10,-71.2890,42.4699,M,M,M,190.00,7.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 030110Z AUTO 19007KT 10SM CLR A3019 RMK MADISHF
OWD,2017-11-03 01:14,-71.1733,42.1912,63.00,61.00,93.18,170.00,5.00,0.00,30.21,M,10.00,M,FEW,M,M,M,800.00,M,M,M,M,KOWD 030114Z AUTO 17005KT 10SM FEW008 17/16 A3021 RMK AO2 T01720161
FIT,2017-11-03 01:15,-71.7558,42.5519,M,M,M,140.00,4.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 030115Z AUTO 14004KT 10SM CLR A3019 RMK MADISHF
PVC,2017-11-03 01:15,-70.2200,42.0700,M,M,M,170.00,9.00,M,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030115Z AUTO 17009KT 10SM CLR A3024 RMK MADISHF
BED,2017-11-03 01:15,-71.2890,42.4699,M,M,M,180.00,7.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 030115Z AUTO 18007KT 10SM CLR A3019 RMK MADISHF
ORH,2017-11-03 01:15,-71.8757,42.2673,M,M,M,M,M,M,30.21,M,10.00,M,FEW,M,M,M,600.00,M,M,M,M,KORH 030115Z AUTO /////KT 10SM FEW006 A3021 RMK MADISHF
EWB,2017-11-03 01:15,-70.9583,41.6764,M,M,M,190.00,4.00,M,30.22,M,7.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030115Z AUTO 19004KT 7SM CLR A3022 RMK MADISHF
OWD,2017-11-03 01:15,-71.1733,42.1912,M,M,M,170.00,5.00,M,30.20,M,10.00,M,FEW,M,M,M,800.00,M,M,M,M,KOWD 030115Z AUTO 17005KT 10SM FEW008 A3020 RMK MADISHF
TAN,2017-11-03 01:15,-71.0211,41.8756,M,M,M,140.00,3.00,M,30.22,M,1.50,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030115Z AUTO 14003KT 1 1/2SM BR CLR A3022 RMK MADISHF
HYA,2017-11-03 01:15,-70.2800,41.6700,M,M,M,170.00,5.00,M,30.24,M,7.00,M,CLR,M,M,M,M,M,M,M,M,KHYA 030115Z AUTO 17005KT 7SM CLR A3024 RMK MADISHF
CQX,2017-11-03 01:15,-69.9933,41.6875,M,M,M,200.00,4.00,M,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030115Z AUTO 20004KT 10SM CLR A3026 RMK MADISHF
PYM,2017-11-03 01:15,-70.7288,41.9090,M,M,M,180.00,4.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030115Z AUTO 18004KT 10SM CLR A3023 RMK MADISHF
BOS,2017-11-03 01:15,-71.0097,42.3606,M,M,M,180.00,7.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBOS 030115Z AUTO 18007KT 10SM CLR A3020 RMK MADISHF
ORE,2017-11-03 01:15,-72.2886,42.5701,M,M,M,0.00,0.00,M,30.18,M,10.00,M,FEW,M,M,M,3999.00,M,M,M,M,KORE 030115Z AUTO 00000KT 10SM FEW039 A3018 RMK MADISHF
GHG,2017-11-03 01:15,-70.6721,42.0982,60.80,60.80,100.00,200.00,4.00,0.00,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KGHG 030115Z AUTO 20004KT 10SM CLR 16/16 A3022 RMK AO2
FMH,2017-11-03 01:15,-70.5215,41.6585,59.00,59.00,100.00,220.00,4.00,0.00,30.25,M,10.00,M,FEW,M,M,M,300.00,M,M,M,M,KFMH 030115Z AUTO 22004KT 10SM FEW003 15/15 A3025 RMK AO2
PVC,2017-11-03 01:20,-70.2200,42.0700,M,M,M,170.00,8.00,M,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030120Z AUTO 17008KT 10SM CLR A3024 RMK MADISHF
CQX,2017-11-03 01:20,-69.9933,41.6875,M,M,M,200.00,5.00,M,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030120Z AUTO 20005KT 10SM CLR A3026 RMK VRB05KT  MADISHF
HYA,2017-11-03 01:20,-70.2800,41.6700,M,M,M,170.00,3.00,M,30.24,M,7.00,M,CLR,M,M,M,M,M,M,M,M,KHYA 030120Z AUTO 17003KT 7SM CLR A3024 RMK MADISHF
ORE,2017-11-03 01:20,-72.2886,42.5701,M,M,M,0.00,0.00,M,30.18,M,10.00,M,FEW,M,M,M,3999.00,M,M,M,M,KORE 030120Z AUTO 00000KT 10SM FEW039 A3018 RMK MADISHF
ORH,2017-11-03 01:20,-71.8757,42.2673,M,M,M,M,M,M,30.21,M,10.00,16.00,FEW,M,M,M,600.00,M,M,M,M,KORH 030120Z AUTO /////G16KT 10SM FEW006 A3021 RMK MADISHF
EWB,2017-11-03 01:20,-70.9583,41.6764,M,M,M,170.00,4.00,M,30.22,M,7.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030120Z AUTO 17004KT 7SM CLR A3022 RMK MADISHF
PYM,2017-11-03 01:20,-70.7288,41.9090,M,M,M,200.00,3.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030120Z AUTO 20003KT 10SM CLR A3023 RMK MADISHF
BOS,2017-11-03 01:20,-71.0097,42.3606,M,M,M,190.00,7.00,M,30.21,M,10.00,M,FEW,M,M,M,1699.00,M,M,M,M,KBOS 030120Z AUTO 19007KT 10SM FEW016 A3021 RMK MADISHF
OWD,2017-11-03 01:20,-71.1733,42.1912,M,M,M,160.00,6.00,M,30.20,M,10.00,M,FEW,M,M,M,800.00,M,M,M,M,KOWD 030120Z AUTO 16006KT 10SM FEW008 A3020 RMK MADISHF
BED,2017-11-03 01:20,-71.2890,42.4699,M,M,M,180.00,7.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 030120Z AUTO 18007KT 10SM CLR A3019 RMK MADISHF
TAN,2017-11-03 01:20,-71.0211,41.8756,57.90,55.90,93.04,140.00,3.00,0.00,30.22,M,3.00,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030120Z AUTO 14003KT 3SM BR CLR 14/13 A3022 RMK AO2 T01440133
PVC,2017-11-03 01:25,-70.2200,42.0700,M,M,M,170.00,8.00,M,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030125Z AUTO 17008KT 10SM CLR A3024 RMK MADISHF
TAN,2017-11-03 01:25,-71.0211,41.8756,M,M,M,0.00,0.00,M,30.22,M,4.00,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030125Z AUTO 00000KT 4SM BR CLR A3022 RMK MADISHF
ORE,2017-11-03 01:25,-72.2886,42.5701,M,M,M,0.00,0.00,M,30.18,M,10.00,M,FEW,FEW,M,M,3999.00,12000.00,M,M,M,KORE 030125Z AUTO 00000KT 10SM FEW039 FEW120 A3018 RMK MADISHF
BOS,2017-11-03 01:25,-71.0097,42.3606,M,M,M,190.00,8.00,M,30.21,M,10.00,M,FEW,M,M,M,1300.00,M,M,M,M,KBOS 030125Z AUTO 19008KT 10SM FEW013 A3021 RMK MADISHF
OWD,2017-11-03 01:25,-71.1733,42.1912,M,M,M,170.00,6.00,M,30.20,M,10.00,M,FEW,M,M,M,800.00,M,M,M,M,KOWD 030125Z AUTO 17006KT 10SM FEW008 A3020 RMK MADISHF
HYA,2017-11-03 01:25,-70.2800,41.6700,M,M,M,170.00,4.00,M,30.24,M,7.00,M,CLR,M,M,M,M,M,M,M,M,KHYA 030125Z AUTO 17004KT 7SM CLR A3024 RMK MADISHF
ORH,2017-11-03 01:25,-71.8757,42.2673,M,M,M,M,M,M,30.21,M,10.00,M,FEW,M,M,M,600.00,M,M,M,M,KORH 030125Z AUTO /////KT 10SM FEW006 A3021 RMK MADISHF
FIT,2017-11-03 01:25,-71.7558,42.5519,M,M,M,140.00,3.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 030125Z AUTO 14003KT 10SM CLR A3020 RMK MADISHF
CQX,2017-11-03 01:25,-69.9933,41.6875,M,M,M,220.00,4.00,M,30.26,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030125Z AUTO 22004KT 10SM CLR A3026 RMK MADISHF
BED,2017-11-03 01:25,-71.2890,42.4699,M,M,M,180.00,6.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 030125Z AUTO 18006KT 10SM CLR A3019 RMK MADISHF
EWB,2017-11-03 01:25,-70.9583,41.6764,M,M,M,180.00,4.00,M,30.22,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030125Z AUTO 18004KT 9SM CLR A3022 RMK MADISHF
PYM,2017-11-03 01:25,-70.7288,41.9090,M,M,M,180.00,3.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030125Z AUTO 18003KT 10SM CLR A3023 RMK MADISHF
TAN,2017-11-03 01:28,-71.0211,41.8756,55.90,55.00,96.78,0.00,0.00,0.00,30.22,M,1.50,M,FEW,M,M,M,600.00,M,M,M,BR,KTAN 030128Z AUTO 00000KT 1 1/2SM BR FEW006 13/13 A3022 RMK AO2 VIS 1/2V5 T01330128
PVC,2017-11-03 01:30,-70.2200,42.0700,M,M,M,170.00,9.00,M,30.24,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030130Z AUTO 17009KT 10SM CLR A3024 RMK MADISHF
BOS,2017-11-03 01:30,-71.0097,42.3606,M,M,M,190.00,8.00,M,30.20,M,10.00,M,FEW,M,M,M,1300.00,M,M,M,M,KBOS 030130Z AUTO 19008KT 10SM FEW013 A3020 RMK MADISHF
TAN,2017-11-03 01:30,-71.0211,41.8756,M,M,M,0.00,0.00,M,30.22,M,1.25,M,FEW,M,M,M,600.00,M,M,M,BR,KTAN 030130Z AUTO 00000KT 1 1/2SM BR FEW006 A3022 RMK MADISHF
ORE,2017-11-03 01:30,-72.2886,42.5701,M,M,M,180.00,3.00,M,30.18,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KORE 030130Z AUTO 18003KT 10SM FEW120 A3018 RMK MADISHF
EWB,2017-11-03 01:30,-70.9583,41.6764,M,M,M,220.00,3.00,M,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030130Z AUTO 22003KT 10SM CLR A3022 RMK MADISHF
ORH,2017-11-03 01:30,-71.8757,42.2673,M,M,M,M,M,M,30.20,M,10.00,M,FEW,M,M,M,499.00,M,M,M,M,KORH 030130Z AUTO /////KT 10SM FEW004 A3020 RMK MADISHF
PYM,2017-11-03 01:30,-70.7288,41.9090,M,M,M,200.00,4.00,M,30.23,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030130Z AUTO 20004KT 10SM CLR A3023 RMK MADISHF
